BlockName,ListNumber,TrialNumber,PrimeCaption,TargetCaption,Condition,ISIDuration,ITIDuration,PrimePortCode,TargetPortCode,Response,RT,Accuracy
Main,2,1,MOM,DAD,Related,967,1578,112,212,201,395,rm_hit
Main,2,2,LEFT,RIGHT,Related,1027,1480,112,212,201,339.4,rm_hit
Main,2,3,GLANCE,END,Unrelated,941,1484,122,222,201,587,rm_hit
Main,2,4,SOBER,FUNNY,Unrelated,959,1506,122,222,201,689.9,rm_hit
Main,2,5,FIB,LIE,Related,1045,1524,112,212,201,652.3,rm_hit
Main,2,6,WARDROBE,CLOTHES,Related,1047,1401,112,212,201,381.9,rm_hit
Main,2,7,DESIRE,DOCTOR,Unrelated,913,1569,122,222,201,594.1,rm_hit
Main,2,8,IN,OUT,Related,1084,1458,112,212,201,329.2,rm_hit
Main,2,9,CRIB,BABY,Related,1002,1583,112,212,201,607.5,rm_hit
Main,2,10,SHOVE,PUSH,Related,1052,1558,112,212,201,391.2,rm_hit
Main,2,11,ONCE,FISH,Unrelated,1069,1597,122,222,201,582.8,rm_hit
Main,2,12,PRIM,HIGH,Unrelated,1083,1535,122,222,201,780.6,rm_hit
Main,2,13,BOX,PANTS,Unrelated,953,1498,122,222,202,754.2,rm_incorrect
Main,2,14,FROSTING,PIZZA,Unrelated,975,1519,122,222,201,799.9,rm_hit
Main,2,15,COMPREHEND,UNDERSTAND,Related,1088,1482,112,212,201,680.8,rm_hit
Main,2,16,IMMEDIATE,FIGHT,Unrelated,1095,1500,122,222,201,874.5,rm_hit
Main,2,17,REMAIN,STAY,Related,927,1456,112,212,201,1074.1,rm_hit
Main,2,18,HIM,HER,Related,998,1434,112,212,201,352.3,rm_hit
Main,2,19,QUENCH,THIRST,Related,1059,1400,112,212,201,517.4,rm_hit
Main,2,20,CINEMA,MOVIE,Related,1099,1441,112,212,201,330.3,rm_hit
Main,2,21,CASH,MONEY,Related,1076,1564,112,212,201,328.2,rm_hit
Main,2,22,NAP,SLEEP,Related,976,1579,112,212,201,315.2,rm_hit
Main,2,23,PROFIT,UNCLE,Unrelated,1097,1571,122,222,202,377,rm_incorrect
Main,2,24,ANATOMY,HATE,Unrelated,977,1517,122,222,201,579.9,rm_hit
Main,2,25,SWIFT,TEST,Unrelated,1079,1567,122,222,201,580.8,rm_hit
