BlockName,ListNumber,TrialNumber,PrimeCaption,TargetCaption,Condition,ISIDuration,ITIDuration,PrimePortCode,TargetPortCode,Response,RT,Accuracy
Main,1,1,LARGE,BOOK,Unrelated,1014,1480,121,221,201,505.3,rm_hit
Main,1,2,ROAR,SISTER,Unrelated,1073,1436,121,221,201,699.6,rm_hit
Main,1,3,CONSTRUCT,DOLPHIN,Unrelated,1044,1583,121,221,201,737.3,rm_hit
Main,1,4,TUNA,FISH,Related,1079,1449,111,211,201,695.7,rm_hit
Main,1,5,TOSS,UNDERSTAND,Unrelated,1079,1600,121,221,201,827.3,rm_hit
Main,1,6,COB,CORN,Related,908,1559,111,211,201,767.6,rm_hit
Main,1,7,CLEVER,EAR,Unrelated,1000,1545,121,221,201,1058,rm_hit
Main,1,8,DIAMOND,RIGHT,Unrelated,1058,1569,121,221,201,922.3,rm_hit
Main,1,9,NOVEL,NAIL,Unrelated,1051,1415,121,221,201,658.6,rm_hit
Main,1,10,BREEZE,SLEEP,Unrelated,987,1559,121,221,201,1083.6,rm_hit
Main,1,11,RAYS,BUTTER,Unrelated,1066,1540,121,221,201,747.2,rm_hit
Main,1,12,PAIL,DOWN,Unrelated,1016,1408,121,221,201,621.6,rm_hit
Main,1,13,KITTEN,CAT,Related,1099,1593,111,211,201,457.9,rm_hit
Main,1,14,PEPPERONI,PIZZA,Related,1011,1531,111,211,201,682.3,rm_hit
Main,1,15,PHYSICIAN,DOCTOR,Related,1006,1582,111,211,201,405.2,rm_hit
Main,1,16,PERSPIRE,SWEAT,Related,953,1478,111,211,201,640.9,rm_hit
Main,1,17,LOW,HIGH,Related,1045,1473,111,211,201,580.5,rm_hit
Main,1,18,HALT,STOP,Related,1076,1594,111,211,202,702.9,rm_incorrect
Main,1,19,JIGSAW,PUZZLE,Related,1092,1452,111,211,201,691.9,rm_hit
Main,1,20,SCENT,GROOM,Unrelated,918,1498,121,221,202,934.1,rm_incorrect
Main,1,21,BAIT,LATE,Unrelated,1077,1490,121,221,201,657.5,rm_hit
Main,1,22,DILEMMA,THIRST,Unrelated,1089,1503,121,221,201,667.2,rm_hit
Main,1,23,RODENT,BONE,Unrelated,985,1565,121,221,201,1080.8,rm_hit
Main,1,24,DILL,PICKLE,Related,1001,1411,111,211,201,595.2,rm_hit
Main,1,25,FOLLOW,PUSH,Unrelated,1094,1528,121,221,201,743.5,rm_hit
Main,1,26,WRENCH,BABY,Unrelated,1032,1580,121,221,201,857.7,rm_hit
Main,1,27,DEPART,CRACKER,Unrelated,929,1408,121,221,201,878.1,rm_hit
Main,1,28,EVEN,CANDLE,Unrelated,1051,1432,121,221,201,644.5,rm_hit
Main,1,29,QUACK,DUCK,Related,1012,1554,111,211,201,507.4,rm_hit
Main,1,30,CHAPTER,LIE,Unrelated,1098,1469,121,221,201,634.4,rm_hit
Main,1,31,BEFORE,AFTER,Related,1066,1488,111,211,201,326.1,rm_hit
Main,1,32,DUSK,HEADACHE,Unrelated,906,1595,121,221,201,687.6,rm_hit
Main,1,33,SPLASH,HER,Unrelated,973,1594,121,221,201,689.3,rm_hit
Main,1,34,CUP,OUT,Unrelated,1079,1478,121,221,201,599.1,rm_hit
Main,1,35,MEN,MONEY,Unrelated,1032,1496,121,221,202,339.4,rm_incorrect
Main,1,36,TOAD,FROG,Related,1066,1550,111,211,201,589.7,rm_hit
Main,1,37,QUIZ,TEST,Related,1042,1473,111,211,201,750.7,rm_hit
Main,1,38,CHEDDAR,CHEESE,Related,1098,1568,111,211,201,488.3,rm_hit
Main,1,39,EXHAUSTED,TIRED,Related,963,1551,111,211,201,547.9,rm_hit
Main,1,40,DESPISE,HATE,Related,1011,1518,111,211,201,590.3,rm_hit
Main,1,41,FLUNK,DAD,Unrelated,1030,1572,121,221,201,645.8,rm_hit
Main,1,42,BEGINNING,END,Related,909,1572,111,211,201,354.8,rm_hit
Main,1,43,CLIMBER,CLOTHES,Unrelated,1026,1463,121,221,201,635.2,rm_hit
Main,1,44,TROUSERS,PANTS,Related,1028,1455,111,211,201,552.1,rm_hit
Main,1,45,HE,SHE,Related,1045,1480,111,211,201,349.2,rm_hit
Main,1,46,STONE,WIFE,Unrelated,970,1503,121,221,201,812.1,rm_hit
Main,1,47,BRAWL,FIGHT,Related,931,1548,111,211,201,395.7,rm_hit
Main,1,48,OAK,TREE,Related,1042,1513,111,211,201,356.7,rm_hit
Main,1,49,WEARY,STAY,Unrelated,993,1486,121,221,201,593,rm_hit
Main,1,50,SKETCH,DRAW,Related,1075,1405,111,211,201,523.4,rm_hit
Main,1,51,SOBER,EGG,Unrelated,1082,1455,121,221,201,792.9,rm_hit
Main,1,52,BOUQUET,FLOWERS,Related,1046,1415,111,211,201,493.2,rm_hit
Main,1,53,HILARIOUS,FUNNY,Related,945,1418,111,211,201,343.5,rm_hit
Main,1,54,PLANET,MOVIE,Unrelated,1032,1592,121,221,201,614.4,rm_hit
Main,1,55,TABLE,CHAIR,Related,1044,1520,111,211,201,597.5,rm_hit
Main,1,56,DENIM,JEANS,Related,1059,1456,111,211,201,583.1,rm_hit
Main,1,57,JOG,RUN,Related,933,1446,111,211,201,552.1,rm_hit
Main,1,58,AUNT,UNCLE,Related,1070,1420,111,211,201,484.4,rm_hit
Main,1,59,OFF,ON,Related,954,1465,111,211,201,574.7,rm_hit
Main,1,60,SLIP,NO,Unrelated,989,1445,121,221,201,621.6,rm_hit
Main,2,61,WARDROBE,CLOTHES,Related,964,1520,112,212,201,431.5,rm_hit
Main,2,62,IMMEDIATE,FIGHT,Unrelated,1086,1585,122,222,201,456.6,rm_hit
Main,2,63,MARGARINE,BUTTER,Related,1047,1418,112,212,201,504.3,rm_hit
Main,2,64,SHINGLE,CHAIR,Unrelated,928,1407,122,222,201,467.2,rm_hit
Main,2,65,HAPPY,CORN,Unrelated,1063,1503,122,222,201,456.8,rm_hit
Main,2,66,BROTHER,SISTER,Related,905,1428,112,212,201,361.8,rm_hit
Main,2,67,ESCARGOT,TIRED,Unrelated,944,1560,122,222,201,699.5,rm_hit
Main,2,68,SOBER,FUNNY,Unrelated,1039,1558,122,222,201,476.4,rm_hit
Main,2,69,WICK,CANDLE,Related,1017,1404,112,212,201,422,rm_hit
Main,2,70,NAP,SLEEP,Related,1025,1439,112,212,201,605.7,rm_hit
Main,2,71,HAMMER,NAIL,Related,935,1505,112,212,202,535.3,rm_incorrect
Main,2,72,TARDY,LATE,Related,1009,1455,112,212,201,850.9,rm_hit
Main,2,73,DESIRE,DOCTOR,Unrelated,998,1538,122,222,201,833.2,rm_hit
Main,2,74,LIBRARY,BOOK,Related,1046,1420,112,212,201,322.8,rm_hit
Main,2,75,QUENCH,THIRST,Related,942,1574,112,212,201,397.2,rm_hit
Main,2,76,SWIFT,TEST,Unrelated,989,1520,122,222,201,911.4,rm_hit
Main,2,77,YES,NO,Related,913,1527,112,212,201,319.1,rm_hit
Main,2,78,HONK,PUZZLE,Unrelated,991,1450,122,222,201,586.7,rm_hit
Main,2,79,FLIPPER,DOLPHIN,Related,919,1578,112,212,201,549,rm_hit
Main,2,80,IN,OUT,Related,1037,1494,112,212,201,325.3,rm_hit
Main,2,81,LOBE,EAR,Related,938,1424,112,212,201,875.6,rm_hit
Main,2,82,SALTINE,CRACKER,Related,900,1446,112,212,202,727.4,rm_incorrect
Main,2,83,MIGRAINE,HEADACHE,Related,1028,1545,112,212,201,396.9,rm_hit
Main,2,84,CROCODILE,ON,Unrelated,908,1447,122,222,201,563.2,rm_hit
Main,2,85,YOLK,EGG,Related,1076,1594,112,212,202,662.8,rm_incorrect
Main,2,86,PEANUT,RUN,Unrelated,941,1510,122,222,201,673.8,rm_hit
Main,2,87,DIME,PICKLE,Unrelated,1008,1440,122,222,201,749.5,rm_hit
