BlockName,ListNumber,TrialNumber,PrimeCaption,TargetCaption,Condition,ISIDuration,ITIDuration,PrimePortCode,TargetPortCode,Response,RT,Accuracy
Main,2,1,CINEMA,MOVIE,Related,1009,1551,112,212,201,488.4,rm_hit
Main,2,2,BOX,PANTS,Unrelated,1071,1562,122,222,201,824.7,rm_hit
Main,2,3,HIM,HER,Related,1004,1417,112,212,201,467.2,rm_hit
Main,2,4,SWIFT,TEST,Unrelated,1065,1425,122,222,201,952.8,rm_hit
Main,2,5,HUSBAND,WIFE,Related,914,1571,112,212,201,403.7,rm_hit
Main,2,6,UNSOLVED,AFTER,Unrelated,1017,1597,122,222,202,1253.4,rm_incorrect
Main,2,7,WALLET,STOP,Unrelated,999,1527,122,222,201,758.3,rm_hit
Main,2,8,SHINGLE,CHAIR,Unrelated,1039,1473,122,222,201,592.7,rm_hit
Main,2,9,MOM,DAD,Related,1076,1552,112,212,201,411.1,rm_hit
Main,2,10,BROTHER,SISTER,Related,1082,1419,112,212,201,394.7,rm_hit
Main,2,11,FROSTING,PIZZA,Unrelated,928,1537,122,222,201,701.6,rm_hit
Main,2,12,LIBRARY,BOOK,Related,939,1541,112,212,201,572,rm_hit
Main,2,13,UP,DOWN,Related,1047,1534,112,212,201,317,rm_hit
Main,2,14,CRACKLE,TREE,Unrelated,957,1418,122,222,201,777.9,rm_hit
Main,2,15,ESCARGOT,TIRED,Unrelated,998,1430,122,222,201,690.3,rm_hit
Main,2,16,TARDY,LATE,Related,1086,1477,112,212,201,854.5,rm_hit
Main,2,17,MIGRAINE,HEADACHE,Related,970,1436,112,212,201,789.5,rm_hit
Main,2,18,BEETLE,FROG,Unrelated,922,1502,122,222,201,856.3,rm_hit
Main,2,19,FIB,LIE,Related,1003,1442,112,212,201,805.3,rm_hit
Main,2,20,CROCODILE,ON,Unrelated,939,1559,122,222,201,703,rm_hit
Main,2,21,IN,OUT,Related,1058,1531,112,212,201,415,rm_hit
Main,2,22,MARROW,BONE,Related,952,1534,112,212,201,492.6,rm_hit
Main,2,23,LEFT,RIGHT,Related,1050,1401,112,212,201,638.3,rm_hit
Main,2,24,REMAIN,STAY,Related,924,1547,112,212,201,602,rm_hit
Main,2,25,SHOVE,PUSH,Related,1025,1403,112,212,201,371.6,rm_hit
Main,2,26,CASH,MONEY,Related,958,1496,112,212,201,765.8,rm_hit
Main,2,27,SOCK,FLOWERS,Unrelated,932,1595,122,222,201,621.4,rm_hit
Main,2,28,HAPPY,CORN,Unrelated,980,1509,122,222,201,1023.1,rm_hit
Main,2,29,WICK,CANDLE,Related,1084,1450,112,212,201,376.2,rm_hit
Main,2,30,HINGE,CHEESE,Unrelated,1021,1501,122,222,201,542.5,rm_hit
Main,2,31,BROOM,SWEAT,Unrelated,1069,1487,122,222,201,824.9,rm_hit
Main,2,32,SALTINE,CRACKER,Related,982,1481,112,212,201,575.1,rm_hit
Main,2,33,PRIM,HIGH,Unrelated,1017,1486,122,222,201,724,rm_hit
Main,2,34,BRIDE,GROOM,Related,1083,1527,112,212,201,774.3,rm_hit
Main,2,35,NAP,SLEEP,Related,948,1555,112,212,201,708,rm_hit
Main,2,36,IMMEDIATE,FIGHT,Unrelated,946,1548,122,222,201,1136.3,rm_hit
