BlockName,ListNumber,TrialNumber,PrimeCaption,TargetCaption,Condition,ISIDuration,ITIDuration,PrimePortCode,TargetPortCode,Response,RT,Accuracy
Main,1,1,PEPPERONI,PIZZA,Related,924,1410,111,211,201,477.9,rm_hit
Main,1,2,KITTEN,CAT,Related,910,1406,111,211,201,425.6,rm_hit
Main,1,3,HE,SHE,Related,946,1594,111,211,201,371.9,rm_hit
Main,1,4,PAIL,DOWN,Unrelated,965,1581,121,221,201,454.2,rm_hit
Main,1,5,BEGINNING,END,Related,935,1475,111,211,201,618.4,rm_hit
Main,1,6,SPLASH,HER,Unrelated,930,1519,121,221,201,658.7,rm_hit
Main,1,7,OFF,ON,Related,928,1576,111,211,201,361.8,rm_hit
Main,1,8,LARGE,BOOK,Unrelated,1096,1504,121,221,201,1103.3,rm_hit
Main,1,9,RAYS,BUTTER,Unrelated,990,1502,121,221,201,804.4,rm_hit
Main,1,10,TROUSERS,PANTS,Related,1100,1510,111,211,201,373.4,rm_hit
Main,1,11,CLIMBER,CLOTHES,Unrelated,1068,1484,121,221,201,839.1,rm_hit
Main,1,12,DILEMMA,THIRST,Unrelated,1018,1594,121,221,201,876.1,rm_hit
Main,1,13,WRENCH,BABY,Unrelated,950,1447,121,221,201,935,rm_hit
Main,1,14,JIGSAW,PUZZLE,Related,1050,1519,111,211,201,660.1,rm_hit
Main,1,15,CONSTRUCT,DOLPHIN,Unrelated,1038,1584,121,221,201,742.9,rm_hit
Main,1,16,PHYSICIAN,DOCTOR,Related,1072,1532,111,211,201,502,rm_hit
Main,1,17,DUSK,HEADACHE,Unrelated,929,1408,121,221,201,668.3,rm_hit
Main,1,18,OAK,TREE,Related,1060,1558,111,211,201,593.9,rm_hit
Main,1,19,QUACK,DUCK,Related,917,1499,111,211,201,743.5,rm_hit
Main,1,20,BREEZE,SLEEP,Unrelated,1014,1493,121,221,201,1211.8,rm_hit
Main,1,21,SLIP,NO,Unrelated,967,1508,121,221,201,895.7,rm_hit
Main,1,22,EVEN,CANDLE,Unrelated,948,1600,121,221,201,661.9,rm_hit
