BlockName,ListNumber,TrialNumber,PrimeCaption,TargetCaption,Condition,ISIDuration,ITIDuration,PrimePortCode,TargetPortCode,Response,RT,Accuracy
Main,1,1,PLANET,MOVIE,Unrelated,1087,1477,121,221,NaN,-80887.7,rm_miss
Main,1,2,CLIMBER,CLOTHES,Unrelated,1083,1559,121,221,201,1289,rm_hit
Main,1,3,MEN,MONEY,Unrelated,1082,1595,121,221,202,1344.1,rm_incorrect
Main,1,4,CONSTRUCT,DOLPHIN,Unrelated,922,1426,121,221,201,1356.4,rm_hit
Main,1,5,QUIZ,TEST,Related,1049,1461,111,211,201,1042,rm_hit
Main,1,6,BAIT,LATE,Unrelated,1069,1418,121,221,201,1157.7,rm_hit
Main,1,7,STONE,WIFE,Unrelated,1032,1570,121,221,201,1252.6,rm_hit
Main,1,8,HILARIOUS,FUNNY,Related,1023,1567,111,211,201,845.6,rm_hit
Main,1,9,NOVEL,NAIL,Unrelated,965,1415,121,221,201,1425.3,rm_hit
Main,1,10,DILL,PICKLE,Related,976,1409,111,211,201,978.2,rm_hit
Main,1,11,PERSPIRE,SWEAT,Related,962,1558,111,211,201,971.8,rm_hit
Main,1,12,DIAMOND,RIGHT,Unrelated,991,1509,121,221,201,998.2,rm_hit
Main,1,13,KITTEN,CAT,Related,970,1466,111,211,201,995.8,rm_hit
Main,1,14,RODENT,BONE,Unrelated,927,1584,121,221,201,1204.7,rm_hit
Main,1,15,PHYSICIAN,DOCTOR,Related,912,1548,111,211,201,977.7,rm_hit
Main,1,16,DESPISE,HATE,Related,934,1490,111,211,201,895.3,rm_hit
Main,1,17,OAK,TREE,Related,1080,1473,111,211,201,937,rm_hit
Main,1,18,BEGINNING,END,Related,1041,1530,111,211,201,996.6,rm_hit
Main,1,19,SPLASH,HER,Unrelated,980,1588,121,221,201,1161,rm_hit
Main,1,20,SLIP,NO,Unrelated,918,1581,121,221,201,1205.9,rm_hit
Main,1,21,LARGE,BOOK,Unrelated,947,1415,121,221,201,1359.6,rm_hit
Main,1,22,OFF,ON,Related,1064,1443,111,211,201,701.2,rm_hit
Main,1,23,SCENT,GROOM,Unrelated,1095,1546,121,221,202,1456.2,rm_incorrect
Main,1,24,WRENCH,BABY,Unrelated,1063,1566,121,221,201,1352.5,rm_hit
Main,1,25,CLEVER,EAR,Unrelated,1069,1583,121,221,201,1368.2,rm_hit
Main,1,26,HALT,STOP,Related,1049,1440,111,211,201,1064,rm_hit
Main,1,27,FLUNK,DAD,Unrelated,1084,1584,121,221,201,835.6,rm_hit
Main,1,28,CHEDDAR,CHEESE,Related,1095,1461,111,211,201,729.4,rm_hit
Main,1,29,TOAD,FROG,Related,1091,1510,111,211,201,939.6,rm_hit
Main,1,30,SKETCH,DRAW,Related,1070,1591,111,211,201,821.3,rm_hit
Main,1,31,DUSK,HEADACHE,Unrelated,1081,1442,121,221,201,1227,rm_hit
Main,1,32,COB,CORN,Related,945,1417,111,211,201,987.9,rm_hit
Main,1,33,BRAWL,FIGHT,Related,947,1403,111,211,201,1150.2,rm_hit
Main,1,34,DENIM,JEANS,Related,970,1415,111,211,201,808.4,rm_hit
