BlockName,ListNumber,TrialNumber,PrimeCaption,TargetCaption,Condition,ISIDuration,ITIDuration,PrimePortCode,TargetPortCode,Response,RT,Accuracy
Main,1,1,BRAWL,FIGHT,Related,1064,1460,111,211,201,432.5,rm_hit
Main,1,2,TABLE,CHAIR,Related,967,1586,111,211,201,368.2,rm_hit
Main,1,3,DIAMOND,RIGHT,Unrelated,1073,1465,121,221,201,502.5,rm_hit
Main,1,4,WEARY,STAY,Unrelated,997,1489,121,221,201,404.8,rm_hit
Main,1,5,BEFORE,AFTER,Related,1007,1559,111,211,201,273.1,rm_hit
Main,1,6,MEN,MONEY,Unrelated,1001,1482,121,221,201,475.4,rm_hit
Main,1,7,CONSTRUCT,DOLPHIN,Unrelated,1053,1434,121,221,201,447,rm_hit
Main,1,8,NOVEL,NAIL,Unrelated,1030,1469,121,221,201,589.3,rm_hit
Main,1,9,DILL,PICKLE,Related,930,1419,111,211,201,534.3,rm_hit
Main,1,10,PAIL,DOWN,Unrelated,1016,1406,121,221,201,517.9,rm_hit
Main,1,11,RODENT,BONE,Unrelated,998,1454,121,221,201,486.1,rm_hit
Main,1,12,HALT,STOP,Related,1078,1432,111,211,201,617.8,rm_hit
Main,1,13,COB,CORN,Related,1015,1569,111,211,201,536.9,rm_hit
Main,1,14,BREEZE,SLEEP,Unrelated,953,1483,121,221,201,701,rm_hit
Main,1,15,PLANET,MOVIE,Unrelated,999,1494,121,221,201,482.8,rm_hit
Main,1,16,SKETCH,DRAW,Related,1040,1422,111,211,201,309.7,rm_hit
Main,1,17,HILARIOUS,FUNNY,Related,1061,1497,111,211,201,290.7,rm_hit
Main,1,18,OAK,TREE,Related,967,1586,111,211,201,328.9,rm_hit
Main,1,19,EXHAUSTED,TIRED,Related,929,1473,111,211,201,509.3,rm_hit
Main,1,20,DUSK,HEADACHE,Unrelated,988,1432,121,221,201,451.6,rm_hit
Main,1,21,TOSS,UNDERSTAND,Unrelated,1073,1517,121,221,201,426,rm_hit
Main,1,22,CUP,OUT,Unrelated,1066,1578,121,221,201,539.7,rm_hit
Main,1,23,FOLLOW,PUSH,Unrelated,1054,1590,121,221,201,651.5,rm_hit
Main,1,24,OFF,ON,Related,1000,1436,111,211,201,276.4,rm_hit
Main,1,25,CHAPTER,LIE,Unrelated,917,1422,121,221,201,591.3,rm_hit
Main,1,26,JIGSAW,PUZZLE,Related,998,1444,111,211,201,326.9,rm_hit
Main,1,27,QUIZ,TEST,Related,1082,1483,111,211,201,282.6,rm_hit
Main,1,28,EVEN,CANDLE,Unrelated,1099,1590,121,221,201,548.2,rm_hit
Main,1,29,CLIMBER,CLOTHES,Unrelated,1004,1443,121,221,201,493.3,rm_hit
Main,1,30,PERSPIRE,SWEAT,Related,1018,1569,111,211,201,347.6,rm_hit
Main,1,31,LOW,HIGH,Related,1039,1489,111,211,201,300.6,rm_hit
Main,1,32,TOAD,FROG,Related,990,1481,111,211,201,505.5,rm_hit
Main,1,33,DILEMMA,THIRST,Unrelated,913,1500,121,221,201,426.5,rm_hit
Main,1,34,HE,SHE,Related,924,1600,111,211,201,346.2,rm_hit
Main,1,35,KITTEN,CAT,Related,1015,1546,111,211,201,442.5,rm_hit
Main,1,36,JOG,RUN,Related,1098,1402,111,211,201,441.4,rm_hit
Main,1,37,CHEDDAR,CHEESE,Related,939,1555,111,211,201,389.2,rm_hit
Main,1,38,BEGINNING,END,Related,990,1478,111,211,201,311.5,rm_hit
