BlockName,ListNumber,TrialNumber,PrimeCaption,TargetCaption,Condition,ISIDuration,ITIDuration,PrimePortCode,TargetPortCode,Response,RT,Accuracy
Main,1,1,TOAD,FROG,Related,1023,1502,111,211,201,771.7,rm_hit
Main,1,2,LOW,HIGH,Related,944,1408,111,211,202,450.6,rm_incorrect
Main,1,3,ROAR,SISTER,Unrelated,965,1577,121,221,201,452.2,rm_hit
Main,1,4,WEARY,STAY,Unrelated,1085,1576,121,221,201,1082.6,rm_hit
Main,1,5,EXHAUSTED,TIRED,Related,953,1452,111,211,201,350.2,rm_hit
Main,1,6,SKETCH,DRAW,Related,1026,1508,111,211,201,803.9,rm_hit
Main,1,7,DENIM,JEANS,Related,931,1472,111,211,201,770.8,rm_hit
Main,1,8,PEPPERONI,PIZZA,Related,978,1452,111,211,201,537.2,rm_hit
Main,1,9,CHAPTER,LIE,Unrelated,1031,1508,121,221,201,678.7,rm_hit
Main,1,10,LARGE,BOOK,Unrelated,907,1471,121,221,201,734.3,rm_hit
Main,1,11,FOLLOW,PUSH,Unrelated,1072,1596,121,221,202,1458,rm_incorrect
Main,1,12,STONE,WIFE,Unrelated,990,1464,121,221,201,907,rm_hit
Main,1,13,OFF,ON,Related,1081,1432,111,211,201,542,rm_hit
Main,1,14,RODENT,BONE,Unrelated,979,1422,121,221,201,582.3,rm_hit
Main,1,15,HALT,STOP,Related,1009,1489,111,211,201,469.3,rm_hit
Main,1,16,SCENT,GROOM,Unrelated,940,1476,121,221,201,1020.2,rm_hit
Main,1,17,BRAWL,FIGHT,Related,1047,1444,111,211,201,639.9,rm_hit
Main,1,18,WRENCH,BABY,Unrelated,979,1460,121,221,201,727.4,rm_hit
Main,1,19,COB,CORN,Related,1077,1530,111,211,201,282.5,rm_hit
Main,1,20,BEFORE,AFTER,Related,1020,1454,111,211,201,333.4,rm_hit
Main,1,21,JOG,RUN,Related,1007,1572,111,211,201,309.1,rm_hit
Main,1,22,DESPISE,HATE,Related,1092,1511,111,211,201,426.7,rm_hit
Main,1,23,CONSTRUCT,DOLPHIN,Unrelated,1017,1499,121,221,201,814.3,rm_hit
Main,1,24,NOVEL,NAIL,Unrelated,969,1455,121,221,201,908.7,rm_hit
Main,1,25,HILARIOUS,FUNNY,Related,923,1573,111,211,201,269.6,rm_hit
Main,1,26,CLEVER,EAR,Unrelated,1098,1522,121,221,201,699.3,rm_hit
Main,1,27,JIGSAW,PUZZLE,Related,1046,1507,111,211,201,269,rm_hit
Main,1,28,DILL,PICKLE,Related,1087,1455,111,211,201,1102,rm_hit
Main,1,29,QUACK,DUCK,Related,1015,1573,111,211,201,379.6,rm_hit
Main,1,30,BAIT,LATE,Unrelated,963,1405,121,221,201,854.6,rm_hit
Main,1,31,BEGINNING,END,Related,912,1588,111,211,201,226.8,rm_hit
Main,1,32,RAYS,BUTTER,Unrelated,1082,1517,121,221,201,817.2,rm_hit
Main,1,33,TUNA,FISH,Related,979,1551,111,211,201,638.2,rm_hit
Main,1,34,PERSPIRE,SWEAT,Related,953,1536,111,211,201,715.1,rm_hit
Main,1,35,DUSK,HEADACHE,Unrelated,947,1428,121,221,201,640.8,rm_hit
Main,1,36,BREEZE,SLEEP,Unrelated,1092,1507,121,221,202,812.4,rm_incorrect
Main,1,37,DILEMMA,THIRST,Unrelated,1003,1437,121,221,201,888.8,rm_hit
Main,1,38,OAK,TREE,Related,927,1540,111,211,201,579,rm_hit
Main,1,39,PHYSICIAN,DOCTOR,Related,1054,1599,111,211,201,412.1,rm_hit
Main,1,40,SPLASH,HER,Unrelated,1098,1532,121,221,201,753.1,rm_hit
Main,1,41,CHEDDAR,CHEESE,Related,911,1453,111,211,201,349.1,rm_hit
Main,1,42,KITTEN,CAT,Related,1100,1426,111,211,201,312,rm_hit
Main,1,43,FLUNK,DAD,Unrelated,1009,1521,121,221,201,711,rm_hit
Main,1,44,MEN,MONEY,Unrelated,1096,1567,121,221,201,1103.4,rm_hit
Main,1,45,CUP,OUT,Unrelated,989,1485,121,221,201,722.4,rm_hit
Main,1,46,EVEN,CANDLE,Unrelated,914,1514,121,221,201,771.3,rm_hit
Main,1,47,CLIMBER,CLOTHES,Unrelated,1041,1595,121,221,201,773.6,rm_hit
Main,1,48,DEPART,CRACKER,Unrelated,1034,1406,121,221,201,1021.3,rm_hit
Main,1,49,TABLE,CHAIR,Related,1001,1554,111,211,201,685.5,rm_hit
Main,1,50,SOBER,EGG,Unrelated,937,1568,121,221,201,643.2,rm_hit
Main,1,51,DIAMOND,RIGHT,Unrelated,1085,1563,121,221,201,762.2,rm_hit
Main,1,52,HE,SHE,Related,1019,1557,111,211,201,339.9,rm_hit
Main,1,53,SLIP,NO,Unrelated,1018,1400,121,221,201,597.5,rm_hit
Main,1,54,AUNT,UNCLE,Related,1033,1568,111,211,201,781.2,rm_hit
Main,1,55,BOUQUET,FLOWERS,Related,919,1504,111,211,201,658.9,rm_hit
Main,1,56,QUIZ,TEST,Related,983,1417,111,211,201,256.5,rm_hit
Main,1,57,TOSS,UNDERSTAND,Unrelated,1083,1444,121,221,201,621.4,rm_hit
Main,1,58,PAIL,DOWN,Unrelated,1043,1543,121,221,201,706.4,rm_hit
Main,1,59,PLANET,MOVIE,Unrelated,976,1405,121,221,201,638.1,rm_hit
Main,1,60,TROUSERS,PANTS,Related,1055,1421,111,211,201,300.4,rm_hit
Main,2,61,SWIFT,TEST,Unrelated,1091,1558,122,222,202,248.9,rm_incorrect
Main,2,62,WALLET,STOP,Unrelated,1029,1586,122,222,201,1073.9,rm_hit
Main,2,63,DIME,PICKLE,Unrelated,1037,1427,122,222,201,842.3,rm_hit
Main,2,64,PRIM,HIGH,Unrelated,916,1474,122,222,201,837.2,rm_hit
Main,2,65,CINEMA,MOVIE,Related,1023,1471,112,212,201,289.5,rm_hit
Main,2,66,LIBRARY,BOOK,Related,1057,1575,112,212,201,645.1,rm_hit
Main,2,67,MOM,DAD,Related,914,1465,112,212,201,530.2,rm_hit
Main,2,68,BOX,PANTS,Unrelated,984,1415,122,222,201,609.1,rm_hit
Main,2,69,TARDY,LATE,Related,1022,1472,112,212,201,480.7,rm_hit
Main,2,70,COMPREHEND,UNDERSTAND,Related,976,1539,112,212,201,295,rm_hit
Main,2,71,YES,NO,Related,1021,1416,112,212,201,705.4,rm_hit
Main,2,72,MARGARINE,BUTTER,Related,1036,1535,112,212,201,504.3,rm_hit
Main,2,73,LEFT,RIGHT,Related,921,1461,112,212,201,335.3,rm_hit
Main,2,74,HUSBAND,WIFE,Related,1077,1519,112,212,201,210.2,rm_hit
Main,2,75,FROSTING,PIZZA,Unrelated,1009,1557,122,222,201,637.9,rm_hit
Main,2,76,LOBE,EAR,Related,963,1436,112,212,201,553.5,rm_hit
Main,2,77,ONCE,FISH,Unrelated,1011,1566,122,222,201,664.4,rm_hit
Main,2,78,BROTHER,SISTER,Related,1038,1458,112,212,201,289.5,rm_hit
Main,2,79,YOLK,EGG,Related,942,1512,112,212,201,345.7,rm_hit
Main,2,80,PROFIT,UNCLE,Unrelated,1041,1453,122,222,201,700.1,rm_hit
Main,2,81,IN,OUT,Related,1000,1405,112,212,201,546.1,rm_hit
Main,2,82,PEANUT,RUN,Unrelated,1047,1495,122,222,201,664.5,rm_hit
Main,2,83,IMMEDIATE,FIGHT,Unrelated,981,1566,122,222,201,750,rm_hit
Main,2,84,REMAIN,STAY,Related,1019,1444,112,212,201,663.7,rm_hit
Main,2,85,HINGE,CHEESE,Unrelated,973,1443,122,222,201,591.3,rm_hit
Main,2,86,HAMMER,NAIL,Related,1099,1421,112,212,201,834.3,rm_hit
Main,2,87,CRIB,BABY,Related,900,1420,112,212,201,854.5,rm_hit
Main,2,88,MIGRAINE,HEADACHE,Related,974,1553,112,212,201,639.5,rm_hit
Main,2,89,BRIDE,GROOM,Related,903,1592,112,212,201,798.4,rm_hit
Main,2,90,UNSOLVED,AFTER,Unrelated,1083,1408,122,222,201,916.2,rm_hit
Main,2,91,BROOM,SWEAT,Unrelated,1097,1554,122,222,201,736.4,rm_hit
Main,2,92,DAGGER,JEANS,Unrelated,1059,1512,122,222,201,584.8,rm_hit
Main,2,93,CRACKLE,TREE,Unrelated,981,1541,122,222,201,685.8,rm_hit
Main,2,94,PARROT,DRAW,Unrelated,998,1404,122,222,201,528.7,rm_hit
Main,2,95,WARDROBE,CLOTHES,Related,1054,1574,112,212,201,343.7,rm_hit
Main,2,96,MARROW,BONE,Related,1014,1426,112,212,201,520.7,rm_hit
Main,2,97,SHOVE,PUSH,Related,986,1508,112,212,201,393,rm_hit
Main,2,98,ANATOMY,HATE,Unrelated,1055,1476,122,222,201,587.3,rm_hit
Main,2,99,ESCARGOT,TIRED,Unrelated,908,1400,122,222,201,764.3,rm_hit
Main,2,100,BEETLE,FROG,Unrelated,1048,1446,122,222,202,435.2,rm_incorrect
Main,2,101,FIB,LIE,Related,1016,1437,112,212,201,256.6,rm_hit
Main,2,102,HAPPY,CORN,Unrelated,931,1516,122,222,202,258.8,rm_incorrect
Main,2,103,EMPLOYMENT,CAT,Unrelated,1050,1528,122,222,201,781.2,rm_hit
Main,2,104,QUENCH,THIRST,Related,980,1543,112,212,201,353.4,rm_hit
Main,2,105,GLANCE,END,Unrelated,1078,1574,122,222,201,713.2,rm_hit
Main,2,106,SOBER,FUNNY,Unrelated,922,1536,122,222,201,670.2,rm_hit
Main,2,107,SALTINE,CRACKER,Related,1071,1459,112,212,201,431.2,rm_hit
Main,2,108,QUIVER,DUCK,Unrelated,979,1586,122,222,201,582.2,rm_hit
Main,2,109,NAP,SLEEP,Related,914,1466,112,212,201,403,rm_hit
Main,2,110,UP,DOWN,Related,1021,1461,112,212,201,272.8,rm_hit
Main,2,111,HONK,PUZZLE,Unrelated,1069,1565,122,222,201,868.3,rm_hit
Main,2,112,WICK,CANDLE,Related,974,1506,112,212,201,367.3,rm_hit
Main,2,113,CASH,MONEY,Related,918,1473,112,212,201,318.9,rm_hit
Main,2,114,FLIPPER,DOLPHIN,Related,969,1555,112,212,201,357.9,rm_hit
Main,2,115,SOCK,FLOWERS,Unrelated,964,1438,122,222,201,729.5,rm_hit
Main,2,116,DESIRE,DOCTOR,Unrelated,971,1510,122,222,201,538.5,rm_hit
Main,2,117,STING,SHE,Unrelated,941,1426,122,222,201,560.8,rm_hit
Main,2,118,HIM,HER,Related,1080,1578,112,212,201,309.1,rm_hit
