BlockName,ListNumber,TrialNumber,PrimeCaption,TargetCaption,Condition,ISIDuration,ITIDuration,PrimePortCode,TargetPortCode,Response,RT,Accuracy
Main,2,1,SHOVE,PUSH,Related,976,1567,112,212,201,545.8,rm_hit
Main,2,2,QUIVER,DUCK,Unrelated,1035,1434,122,222,201,1202.8,rm_hit
Main,2,3,HAMMER,NAIL,Related,1084,1482,112,212,201,799.1,rm_hit
Main,2,4,TARDY,LATE,Related,961,1488,112,212,201,398.1,rm_hit
Main,2,5,HIM,HER,Related,934,1423,112,212,201,446.3,rm_hit
Main,2,6,ONCE,FISH,Unrelated,1099,1519,122,222,201,666,rm_hit
Main,2,7,ANATOMY,HATE,Unrelated,1033,1492,122,222,201,1157,rm_hit
Main,2,8,HINGE,CHEESE,Unrelated,950,1545,122,222,201,884,rm_hit
Main,2,9,MOM,DAD,Related,986,1461,112,212,201,559.6,rm_hit
Main,2,10,REMAIN,STAY,Related,999,1529,112,212,201,717.9,rm_hit
Main,2,11,YOLK,EGG,Related,1037,1488,112,212,201,672.2,rm_hit
Main,2,12,QUENCH,THIRST,Related,1034,1570,112,212,201,420.5,rm_hit
Main,2,13,MARGARINE,BUTTER,Related,1045,1484,112,212,201,412.9,rm_hit
Main,2,14,SOBER,FUNNY,Unrelated,1058,1503,122,222,201,551.9,rm_hit
Main,2,15,EMPLOYMENT,CAT,Unrelated,1065,1588,122,222,201,674.2,rm_hit
Main,2,16,CRIB,BABY,Related,955,1529,112,212,201,701.9,rm_hit
Main,2,17,PRIM,HIGH,Unrelated,1009,1576,122,222,201,760.9,rm_hit
Main,2,18,PROFIT,UNCLE,Unrelated,1019,1560,122,222,201,1049.9,rm_hit
Main,2,19,HONK,PUZZLE,Unrelated,1009,1528,122,222,201,899.5,rm_hit
Main,2,20,SHINGLE,CHAIR,Unrelated,1066,1401,122,222,201,740.5,rm_hit
Main,2,21,FIB,LIE,Related,1070,1545,112,212,201,399.9,rm_hit
Main,2,22,IMMEDIATE,FIGHT,Unrelated,977,1441,122,222,201,979.5,rm_hit
Main,2,23,NAP,SLEEP,Related,966,1493,112,212,201,739.9,rm_hit
Main,2,24,STING,SHE,Unrelated,1030,1499,122,222,201,631.5,rm_hit
Main,2,25,IN,OUT,Related,1002,1466,112,212,201,364.5,rm_hit
Main,2,26,SWIFT,TEST,Unrelated,1067,1416,122,222,201,600.2,rm_hit
Main,2,27,BROTHER,SISTER,Related,939,1509,112,212,201,395.1,rm_hit
Main,2,28,BRIDE,GROOM,Related,949,1435,112,212,201,345.4,rm_hit
Main,2,29,ESCARGOT,TIRED,Unrelated,970,1448,122,222,201,650.3,rm_hit
Main,2,30,DAGGER,JEANS,Unrelated,994,1466,122,222,201,953.3,rm_hit
Main,2,31,HUSBAND,WIFE,Related,990,1414,112,212,201,295.6,rm_hit
Main,2,32,LIBRARY,BOOK,Related,1042,1422,112,212,201,309.8,rm_hit
Main,2,33,BOX,PANTS,Unrelated,961,1424,122,222,201,686.8,rm_hit
Main,2,34,UNSOLVED,AFTER,Unrelated,1065,1553,122,222,201,867.8,rm_hit
Main,2,35,BEETLE,FROG,Unrelated,1063,1560,122,222,202,508.1,rm_incorrect
Main,2,36,BROOM,SWEAT,Unrelated,1038,1401,122,222,201,861.1,rm_hit
Main,2,37,DIME,PICKLE,Unrelated,1027,1482,122,222,201,804.7,rm_hit
Main,2,38,MIGRAINE,HEADACHE,Related,1084,1475,112,212,201,383.2,rm_hit
Main,2,39,COMPREHEND,UNDERSTAND,Related,905,1527,112,212,201,424.7,rm_hit
Main,2,40,CROCODILE,ON,Unrelated,1033,1454,122,222,201,651,rm_hit
Main,2,41,FROSTING,PIZZA,Unrelated,1040,1498,122,222,201,597.4,rm_hit
Main,2,42,WICK,CANDLE,Related,1003,1451,112,212,201,690.4,rm_hit
Main,2,43,SOCK,FLOWERS,Unrelated,1058,1574,122,222,201,750.8,rm_hit
Main,2,44,PARROT,DRAW,Unrelated,1050,1500,122,222,201,566.4,rm_hit
Main,2,45,HAPPY,CORN,Unrelated,1042,1424,122,222,201,577.4,rm_hit
Main,2,46,CINEMA,MOVIE,Related,1099,1408,112,212,201,509.1,rm_hit
Main,2,47,GLANCE,END,Unrelated,947,1512,122,222,201,735.3,rm_hit
Main,2,48,FLIPPER,DOLPHIN,Related,1060,1456,112,212,201,593,rm_hit
Main,2,49,WALLET,STOP,Unrelated,1040,1460,122,222,201,549.3,rm_hit
Main,2,50,SALTINE,CRACKER,Related,1003,1537,112,212,201,395.6,rm_hit
Main,2,51,MARROW,BONE,Related,1060,1519,112,212,201,388.6,rm_hit
Main,2,52,PEANUT,RUN,Unrelated,1056,1478,122,222,201,646.3,rm_hit
Main,2,53,CRACKLE,TREE,Unrelated,953,1420,122,222,201,685.9,rm_hit
Main,2,54,LEFT,RIGHT,Related,1045,1531,112,212,201,356.2,rm_hit
Main,2,55,DESIRE,DOCTOR,Unrelated,924,1539,122,222,201,954.4,rm_hit
Main,2,56,UP,DOWN,Related,1087,1507,112,212,201,362.2,rm_hit
Main,2,57,YES,NO,Related,967,1462,112,212,201,295.8,rm_hit
Main,2,58,LOBE,EAR,Related,1017,1436,112,212,201,381.4,rm_hit
Main,2,59,WARDROBE,CLOTHES,Related,1050,1433,112,212,201,387.1,rm_hit
Main,2,60,CASH,MONEY,Related,980,1482,112,212,201,483.4,rm_hit
Main,1,61,NOVEL,NAIL,Unrelated,1086,1521,121,221,201,573.6,rm_hit
Main,1,62,RAYS,BUTTER,Unrelated,1080,1592,121,221,201,830.6,rm_hit
Main,1,63,TROUSERS,PANTS,Related,1017,1599,111,211,201,375,rm_hit
Main,1,64,SPLASH,HER,Unrelated,992,1465,121,221,201,512,rm_hit
Main,1,65,BEGINNING,END,Related,1000,1503,111,211,201,286.4,rm_hit
Main,1,66,DILL,PICKLE,Related,972,1436,111,211,201,676.7,rm_hit
Main,1,67,COB,CORN,Related,924,1542,111,211,201,374.8,rm_hit
Main,1,68,QUIZ,TEST,Related,914,1598,111,211,201,445.1,rm_hit
Main,1,69,FLUNK,DAD,Unrelated,1062,1518,121,221,201,539.6,rm_hit
Main,1,70,JOG,RUN,Related,925,1467,111,211,201,634.6,rm_hit
Main,1,71,PEPPERONI,PIZZA,Related,987,1469,111,211,201,521.4,rm_hit
Main,1,72,CLIMBER,CLOTHES,Unrelated,972,1531,121,221,201,673,rm_hit
Main,1,73,RODENT,BONE,Unrelated,1051,1584,121,221,201,578.7,rm_hit
Main,1,74,BREEZE,SLEEP,Unrelated,1076,1558,121,221,201,593.1,rm_hit
Main,1,75,STONE,WIFE,Unrelated,1039,1468,121,221,201,738.2,rm_hit
Main,1,76,TOAD,FROG,Related,900,1551,111,211,201,412.4,rm_hit
Main,1,77,TUNA,FISH,Related,1100,1532,111,211,201,347.5,rm_hit
Main,1,78,DILEMMA,THIRST,Unrelated,938,1458,121,221,201,513.7,rm_hit
Main,1,79,DEPART,CRACKER,Unrelated,921,1558,121,221,201,579.3,rm_hit
Main,1,80,AUNT,UNCLE,Related,1068,1494,111,211,201,371,rm_hit
Main,1,81,OAK,TREE,Related,951,1541,111,211,201,359.1,rm_hit
Main,1,82,CLEVER,EAR,Unrelated,975,1499,121,221,201,570.7,rm_hit
Main,1,83,DUSK,HEADACHE,Unrelated,939,1589,121,221,201,746.4,rm_hit
Main,1,84,HILARIOUS,FUNNY,Related,1077,1420,111,211,201,360.1,rm_hit
Main,1,85,TOSS,UNDERSTAND,Unrelated,1010,1583,121,221,201,575.7,rm_hit
Main,1,86,QUACK,DUCK,Related,1056,1428,111,211,201,326.7,rm_hit
Main,1,87,DIAMOND,RIGHT,Unrelated,1083,1421,121,221,201,579,rm_hit
Main,1,88,PHYSICIAN,DOCTOR,Related,939,1518,111,211,201,590,rm_hit
Main,1,89,CHAPTER,LIE,Unrelated,1043,1538,121,221,201,584.3,rm_hit
Main,1,90,DENIM,JEANS,Related,1085,1511,111,211,201,376.6,rm_hit
Main,1,91,HALT,STOP,Related,1017,1518,111,211,201,604.2,rm_hit
Main,1,92,JIGSAW,PUZZLE,Related,981,1534,111,211,201,561.3,rm_hit
Main,1,93,EXHAUSTED,TIRED,Related,919,1417,111,211,201,328.2,rm_hit
Main,1,94,EVEN,CANDLE,Unrelated,1097,1526,121,221,201,564.5,rm_hit
Main,1,95,SOBER,EGG,Unrelated,919,1528,121,221,201,491.4,rm_hit
