BlockName,ListNumber,TrialNumber,PrimeCaption,TargetCaption,Condition,ISIDuration,ITIDuration,PrimePortCode,TargetPortCode,Response,RT,Accuracy
Main,1,1,DESPISE,HATE,Related,1036,1505,111,211,201,611.9,rm_hit
Main,1,2,QUIZ,TEST,Related,977,1561,111,211,201,624.8,rm_hit
Main,1,3,QUACK,DUCK,Related,981,1541,111,211,201,643.8,rm_hit
Main,1,4,CLEVER,EAR,Unrelated,1015,1544,121,221,201,630.2,rm_hit
Main,1,5,TOSS,UNDERSTAND,Unrelated,995,1584,121,221,201,569.2,rm_hit
Main,1,6,FOLLOW,PUSH,Unrelated,957,1439,121,221,201,732.1,rm_hit
Main,1,7,SPLASH,HER,Unrelated,949,1575,121,221,201,901.1,rm_hit
Main,1,8,FLUNK,DAD,Unrelated,1093,1582,121,221,201,626.8,rm_hit
Main,1,9,CONSTRUCT,DOLPHIN,Unrelated,930,1551,121,221,201,567.2,rm_hit
Main,1,10,SLIP,NO,Unrelated,987,1410,121,221,201,698.8,rm_hit
Main,1,11,OFF,ON,Related,909,1436,111,211,201,358.4,rm_hit
Main,1,12,MEN,MONEY,Unrelated,927,1521,121,221,201,552.6,rm_hit
Main,1,13,BAIT,LATE,Unrelated,900,1578,121,221,201,752.9,rm_hit
Main,1,14,KITTEN,CAT,Related,954,1497,111,211,201,412.5,rm_hit
Main,1,15,RODENT,BONE,Unrelated,1014,1437,121,221,201,528.9,rm_hit
Main,1,16,BEFORE,AFTER,Related,1099,1599,111,211,201,580.5,rm_hit
Main,1,17,TABLE,CHAIR,Related,990,1557,111,211,201,741.6,rm_hit
Main,1,18,BREEZE,SLEEP,Unrelated,1012,1422,121,221,201,551.1,rm_hit
Main,1,19,PLANET,MOVIE,Unrelated,1059,1529,121,221,201,660.2,rm_hit
Main,1,20,WRENCH,BABY,Unrelated,1078,1572,121,221,201,668.6,rm_hit
Main,1,21,PERSPIRE,SWEAT,Related,953,1445,111,211,201,680.5,rm_hit
Main,1,22,COB,CORN,Related,939,1570,111,211,202,634.1,rm_incorrect
Main,1,23,CLIMBER,CLOTHES,Unrelated,954,1515,121,221,201,702.5,rm_hit
Main,1,24,SOBER,EGG,Unrelated,946,1571,121,221,201,596.8,rm_hit
Main,1,25,CHAPTER,LIE,Unrelated,1085,1508,121,221,201,675.7,rm_hit
Main,1,26,RAYS,BUTTER,Unrelated,995,1524,121,221,201,480.1,rm_hit
Main,1,27,WEARY,STAY,Unrelated,973,1417,121,221,201,796.4,rm_hit
Main,1,28,HALT,STOP,Related,1066,1532,111,211,201,634,rm_hit
Main,1,29,HE,SHE,Related,1042,1576,111,211,201,475.7,rm_hit
Main,1,30,BEGINNING,END,Related,1001,1551,111,211,201,581.3,rm_hit
Main,1,31,DEPART,CRACKER,Unrelated,1100,1443,121,221,201,580.4,rm_hit
Main,1,32,TROUSERS,PANTS,Related,1086,1431,111,211,201,416,rm_hit
Main,1,33,DILL,PICKLE,Related,1069,1576,111,211,201,365,rm_hit
